Year,Location,Vegetable_Type,Missing_Cells
2015,Nikaweratiya,DRUMSTIC,31
2015,Nikaweratiya,GOTUKOLA,1
2015,Nikaweratiya,GREEN BEANS,1
2015,Nikaweratiya,GREEN CHILLIES,1
2015,Nikaweratiya,KANKUN,1
2015,Nikaweratiya,KNOL-KHOL,1
2015,Nikaweratiya,LADIES FINGERS,1
2015,Nikaweratiya,LEEKS,1
2015,Nikaweratiya,LIME,1
2015,Nikaweratiya,LONG BEANS,1
2015,Nikaweratiya,LUFFA,1
2015,Nikaweratiya,MANIOC,1
2015,Nikaweratiya,MUKUNUWENNA,1
2015,Nikaweratiya,PUMPKIN,1
2015,Nikaweratiya,RADDISH,1
2015,Nikaweratiya,SNAKE GOURD,1
2015,Nikaweratiya,SWEET POTATOES,1
2015,Nikaweratiya,TOMATOES,1
2015,Nuwaraeliya,ASH PLANTAINS,0
2015,Nuwaraeliya,BEETROOT,0
2015,Nuwaraeliya,BITTER GOURD,0
2015,Nuwaraeliya,BRINJALS,0
2015,Nuwaraeliya,CABBAGE,0
2015,Nuwaraeliya,CAPSICUM,0
2015,Nuwaraeliya,CARROT,0
2015,Nuwaraeliya,CUCUMBER,0
2015,Nuwaraeliya,DRUMSTIC,30
2015,Nuwaraeliya,GOTUKOLA,0
2015,Nuwaraeliya,GREEN BEANS,0
2015,Nuwaraeliya,GREEN CHILLIES,0
2015,Nuwaraeliya,KANKUN,0
2015,Nuwaraeliya,KNOL-KHOL,0
2015,Nuwaraeliya,LADIES FINGERS,0
2015,Nuwaraeliya,LEEKS,0
2015,Nuwaraeliya,LIME,0
2015,Nuwaraeliya,LONG BEANS,0
2015,Nuwaraeliya,LUFFA,0
2015,Nuwaraeliya,MANIOC,0
2015,Nuwaraeliya,MUKUNUWENNA,0
2015,Nuwaraeliya,PUMPKIN,0
2015,Nuwaraeliya,RADDISH,0
2015,Nuwaraeliya,SNAKE GOURD,0
2015,Nuwaraeliya,SWEET POTATOES,0
2015,Nuwaraeliya,TOMATOES,0
2015,Polonnaruwa,ASH PLANTAINS,6
2015,Polonnaruwa,BEETROOT,6
2015,Polonnaruwa,BITTER GOURD,6
2015,Polonnaruwa,BRINJALS,6
2015,Polonnaruwa,CABBAGE,6
2015,Polonnaruwa,CAPSICUM,6
2015,Polonnaruwa,CARROT,6
2015,Polonnaruwa,CUCUMBER,6
2015,Polonnaruwa,DRUMSTIC,42
2015,Polonnaruwa,GOTUKOLA,6
2015,Polonnaruwa,GREEN BEANS,6
2015,Polonnaruwa,GREEN CHILLIES,6
2015,Polonnaruwa,KANKUN,6
2015,Polonnaruwa,KNOL-KHOL,6
2015,Polonnaruwa,LADIES FINGERS,6
2015,Polonnaruwa,LEEKS,6
2015,Polonnaruwa,LIME,6
2015,Polonnaruwa,LONG BEANS,6
2015,Polonnaruwa,LUFFA,6
2015,Polonnaruwa,MANIOC,6
2015,Polonnaruwa,MUKUNUWENNA,6
2015,Polonnaruwa,PUMPKIN,6
2015,Polonnaruwa,RADDISH,6
2015,Polonnaruwa,SNAKE GOURD,6
2015,Polonnaruwa,SWEET POTATOES,6
2015,Polonnaruwa,TOMATOES,6
2015,Puttalam,ASH PLANTAINS,0
2015,Puttalam,BEETROOT,0
2015,Puttalam,BITTER GOURD,0
2015,Puttalam,BRINJALS,0
2015,Puttalam,CABBAGE,0
2015,Puttalam,CAPSICUM,0
2015,Puttalam,CARROT,0
2015,Puttalam,CUCUMBER,0
2015,Puttalam,DRUMSTIC,25
2015,Puttalam,GOTUKOLA,0
2015,Puttalam,GREEN BEANS,0
2015,Puttalam,GREEN CHILLIES,0
2015,Puttalam,KANKUN,0
2015,Puttalam,KNOL-KHOL,23
2015,Puttalam,LADIES FINGERS,0
2015,Puttalam,LEEKS,0
2015,Puttalam,LIME,0
2015,Puttalam,LONG BEANS,0
2015,Puttalam,LUFFA,0
2015,Puttalam,MANIOC,0
2015,Puttalam,MUKUNUWENNA,0
2015,Puttalam,PUMPKIN,0
2015,Puttalam,RADDISH,0
2015,Puttalam,SNAKE GOURD,0
2015,Puttalam,SWEET POTATOES,0
2015,Puttalam,TOMATOES,0
2015,Rathnapura,ASH PLANTAINS,8
2015,Rathnapura,BEETROOT,8
2015,Rathnapura,BITTER GOURD,8
2015,Rathnapura,BRINJALS,8
2015,Rathnapura,CABBAGE,8
2015,Rathnapura,CAPSICUM,8
2015,Rathnapura,CARROT,8
2015,Rathnapura,CUCUMBER,8
2015,Rathnapura,DRUMSTIC,23
2015,Rathnapura,GOTUKOLA,8
2015,Rathnapura,GREEN BEANS,8
2015,Rathnapura,GREEN CHILLIES,8
2015,Rathnapura,KANKUN,8
2015,Rathnapura,KNOL-KHOL,14
2015,Rathnapura,LADIES FINGERS,8
2015,Rathnapura,LEEKS,8
2015,Rathnapura,LIME,8
2015,Rathnapura,LONG BEANS,8
2015,Rathnapura,LUFFA,8
2015,Rathnapura,MANIOC,8
2015,Rathnapura,MUKUNUWENNA,8
2015,Rathnapura,PUMPKIN,8
2015,Rathnapura,RADDISH,8
2015,Rathnapura,SNAKE GOURD,8
2015,Rathnapura,SWEET POTATOES,8
2015,Rathnapura,TOMATOES,8
2015,Thambuththegama,ASH PLANTAINS,0
2015,Thambuththegama,BEETROOT,0
2015,Thambuththegama,BITTER GOURD,0
2015,Thambuththegama,BRINJALS,0
2015,Thambuththegama,CABBAGE,0
2015,Thambuththegama,CAPSICUM,0
2015,Thambuththegama,CARROT,0
2015,Thambuththegama,CUCUMBER,0
2015,Thambuththegama,DRUMSTIC,34
2015,Thambuththegama,GOTUKOLA,0
2015,Thambuththegama,GREEN BEANS,0
2015,Thambuththegama,GREEN CHILLIES,0
2015,Thambuththegama,KANKUN,0
2015,Thambuththegama,KNOL-KHOL,0
2015,Thambuththegama,LADIES FINGERS,0
2015,Thambuththegama,LEEKS,0
2015,Thambuththegama,LIME,0
2015,Thambuththegama,LONG BEANS,0
2015,Thambuththegama,LUFFA,0
2015,Thambuththegama,MANIOC,0
2015,Thambuththegama,MUKUNUWENNA,0
2015,Thambuththegama,PUMPKIN,0
2015,Thambuththegama,RADDISH,0
2015,Thambuththegama,SNAKE GOURD,0
2015,Thambuththegama,SWEET POTATOES,3
2015,Thambuththegama,TOMATOES,0
2015,Tissamaharama,ASH PLANTAINS,1
2015,Tissamaharama,BEETROOT,1
2015,Tissamaharama,BITTER GOURD,1
2015,Tissamaharama,BRINJALS,1
2015,Tissamaharama,CABBAGE,1
2015,Tissamaharama,CAPSICUM,1
2015,Tissamaharama,CARROT,1
2015,Tissamaharama,CUCUMBER,1
2015,Tissamaharama,DRUMSTIC,37
2015,Tissamaharama,GOTUKOLA,1
2015,Tissamaharama,GREEN BEANS,1
2015,Tissamaharama,GREEN CHILLIES,1
2015,Tissamaharama,KANKUN,1
2015,Tissamaharama,KNOL-KHOL,13
2015,Tissamaharama,LADIES FINGERS,1
2015,Tissamaharama,LEEKS,1
2015,Tissamaharama,LIME,1
2015,Tissamaharama,LONG BEANS,1
2015,Tissamaharama,LUFFA,1
2015,Tissamaharama,MANIOC,1
2015,Tissamaharama,MUKUNUWENNA,1
2015,Tissamaharama,PUMPKIN,1
2015,Tissamaharama,RADDISH,1
2015,Tissamaharama,SNAKE GOURD,1
2015,Tissamaharama,SWEET POTATOES,1
2015,Tissamaharama,TOMATOES,1
2015,Trincomalee,ASH PLANTAINS,13
2015,Trincomalee,BEETROOT,13
2015,Trincomalee,BITTER GOURD,13
2015,Trincomalee,BRINJALS,13
2015,Trincomalee,CABBAGE,13
2015,Trincomalee,CAPSICUM,13
2015,Trincomalee,CARROT,13
2015,Trincomalee,CUCUMBER,13
2015,Trincomalee,DRUMSTIC,28
2015,Trincomalee,GOTUKOLA,13
2015,Trincomalee,GREEN BEANS,13
2015,Trincomalee,GREEN CHILLIES,13
2015,Trincomalee,KANKUN,13
2015,Trincomalee,KNOL-KHOL,16
2015,Trincomalee,LADIES FINGERS,13
2015,Trincomalee,LEEKS,13
2015,Trincomalee,LIME,13
2015,Trincomalee,LONG BEANS,13
2015,Trincomalee,LUFFA,21
2015,Trincomalee,MANIOC,13
2015,Trincomalee,MUKUNUWENNA,13
2015,Trincomalee,PUMPKIN,13
2015,Trincomalee,RADDISH,14
2015,Trincomalee,SNAKE GOURD,13
2015,Trincomalee,SWEET POTATOES,16
2015,Trincomalee,TOMATOES,13
2015,Vavuniya,ASH PLANTAINS,10
2015,Vavuniya,BEETROOT,10
2015,Vavuniya,BITTER GOURD,10
2015,Vavuniya,BRINJALS,10
2015,Vavuniya,CABBAGE,10
2015,Vavuniya,CAPSICUM,10
2015,Vavuniya,CARROT,10
2015,Vavuniya,CUCUMBER,10
2015,Vavuniya,DRUMSTIC,19
2015,Vavuniya,GOTUKOLA,10
2015,Vavuniya,GREEN BEANS,10
2015,Vavuniya,GREEN CHILLIES,10
2015,Vavuniya,KANKUN,10
2015,Vavuniya,KNOL-KHOL,29
2015,Vavuniya,LADIES FINGERS,10
2015,Vavuniya,LEEKS,10
2015,Vavuniya,LIME,10
2015,Vavuniya,LONG BEANS,10
2015,Vavuniya,LUFFA,10
2015,Vavuniya,MANIOC,10
2015,Vavuniya,MUKUNUWENNA,10
2015,Vavuniya,PUMPKIN,10
2015,Vavuniya,RADDISH,10
2015,Vavuniya,SNAKE GOURD,10
2015,Vavuniya,SWEET POTATOES,11
2015,Vavuniya,TOMATOES,10
2016,Ampara,ASH PLANTAINS,0
2016,Ampara,BEETROOT,0
2016,Ampara,BITTER GOURD,0
2016,Ampara,BRINJALS,0
2016,Ampara,CABBAGE,0
2016,Ampara,CAPSICUM,0
2016,Ampara,CARROT,0
2016,Ampara,CUCUMBER,0
2016,Ampara,DRUMSTIC,37
2016,Ampara,GOTUKOLA,0
2016,Ampara,GREEN BEANS,0
2016,Ampara,GREEN CHILLIES,0
2016,Ampara,KANKUN,0
2016,Ampara,KNOL-KHOL,9
2016,Ampara,LADIES FINGERS,0
2016,Ampara,LEEKS,18
2016,Ampara,LIME,0
2016,Ampara,LONG BEANS,0
2016,Ampara,LUFFA,0
2016,Ampara,MANIOC,0
2016,Ampara,MUKUNUWENNA,0
2016,Ampara,PUMPKIN,0
2016,Ampara,RADDISH,1
2016,Ampara,SNAKE GOURD,0
2016,Ampara,SWEET POTATOES,0
2016,Ampara,TOMATOES,0
2016,Anuradhapura,ASH PLANTAINS,0
2016,Anuradhapura,BEETROOT,0
2016,Anuradhapura,BITTER GOURD,0
2016,Anuradhapura,BRINJALS,0
2016,Anuradhapura,CABBAGE,0
2016,Anuradhapura,CAPSICUM,0
2016,Anuradhapura,CARROT,0
2016,Anuradhapura,CUCUMBER,0
2016,Anuradhapura,DRUMSTIC,17
2016,Anuradhapura,GOTUKOLA,0
2016,Anuradhapura,GREEN BEANS,0
2016,Anuradhapura,GREEN CHILLIES,0
2016,Anuradhapura,KANKUN,0
2016,Anuradhapura,KNOL-KHOL,7
2016,Anuradhapura,LADIES FINGERS,0
2016,Anuradhapura,LEEKS,0
2016,Anuradhapura,LIME,0
2016,Anuradhapura,LONG BEANS,0
2016,Anuradhapura,LUFFA,0
2016,Anuradhapura,MANIOC,0
2016,Anuradhapura,MUKUNUWENNA,0
2016,Anuradhapura,PUMPKIN,0
2016,Anuradhapura,RADDISH,2
2016,Anuradhapura,SNAKE GOURD,0
2016,Anuradhapura,SWEET POTATOES,0
2016,Anuradhapura,TOMATOES,0
2016,Badulla,ASH PLANTAINS,3
2016,Badulla,BEETROOT,3
2016,Badulla,BITTER GOURD,3
2016,Badulla,BRINJALS,3
2016,Badulla,CABBAGE,3
2016,Badulla,CAPSICUM,3
2016,Badulla,CARROT,3
2016,Badulla,CUCUMBER,4
2016,Badulla,DRUMSTIC,19
2016,Badulla,GOTUKOLA,3
2016,Badulla,GREEN BEANS,3
2016,Badulla,GREEN CHILLIES,3
2016,Badulla,KANKUN,3
2016,Badulla,KNOL-KHOL,6
2016,Badulla,LADIES FINGERS,4
2016,Badulla,LEEKS,3
2016,Badulla,LIME,3
2016,Badulla,LONG BEANS,5
2016,Badulla,LUFFA,3
2016,Badulla,MANIOC,5
2016,Badulla,MUKUNUWENNA,3
2016,Badulla,PUMPKIN,3
2016,Badulla,RADDISH,3
2016,Badulla,SNAKE GOURD,3
2016,Badulla,SWEET POTATOES,5
2016,Badulla,TOMATOES,3
2016,Batticaloa,ASH PLANTAINS,7
2016,Batticaloa,BEETROOT,7
2016,Batticaloa,BITTER GOURD,7
2016,Batticaloa,BRINJALS,7
2016,Batticaloa,CABBAGE,7
2016,Batticaloa,CAPSICUM,7
2016,Batticaloa,CARROT,7
2016,Batticaloa,CUCUMBER,8
2016,Batticaloa,DRUMSTIC,22
2016,Batticaloa,GOTUKOLA,7
2016,Batticaloa,GREEN BEANS,8
2016,Batticaloa,GREEN CHILLIES,8
2016,Batticaloa,KANKUN,7
2016,Batticaloa,KNOL-KHOL,8
2016,Batticaloa,LADIES FINGERS,8
2016,Batticaloa,LEEKS,8
2016,Batticaloa,LIME,7
2016,Batticaloa,LONG BEANS,9
2016,Batticaloa,LUFFA,11
2016,Batticaloa,MANIOC,7
2016,Batticaloa,MUKUNUWENNA,7
2016,Batticaloa,PUMPKIN,9
2016,Batticaloa,RADDISH,9
2016,Batticaloa,SNAKE GOURD,7
2016,Batticaloa,SWEET POTATOES,17
2016,Batticaloa,TOMATOES,7
2016,Colombo,ASH PLANTAINS,0
2016,Colombo,BEETROOT,0
2016,Colombo,BITTER GOURD,0
2016,Colombo,BRINJALS,0
2016,Colombo,CABBAGE,0
2016,Colombo,CAPSICUM,0
2016,Colombo,CARROT,0
2016,Colombo,CUCUMBER,0
2016,Colombo,DRUMSTIC,5
2016,Colombo,GOTUKOLA,0
2016,Colombo,GREEN BEANS,0
2016,Colombo,GREEN CHILLIES,0
2016,Colombo,KANKUN,0
2016,Colombo,KNOL-KHOL,0
2016,Colombo,LADIES FINGERS,0
2016,Colombo,LEEKS,0
2016,Colombo,LIME,0
2016,Colombo,LONG BEANS,0
2016,Colombo,LUFFA,0
2016,Colombo,MANIOC,0
2016,Colombo,MUKUNUWENNA,0
2016,Colombo,PUMPKIN,0
2016,Colombo,RADDISH,0
2016,Colombo,SNAKE GOURD,0
2016,Colombo,SWEET POTATOES,0
2016,Colombo,TOMATOES,0
2016,Dambulla,ASH PLANTAINS,0
2016,Dambulla,BEETROOT,0
2016,Dambulla,BITTER GOURD,0
2016,Dambulla,BRINJALS,0
2016,Dambulla,CABBAGE,0
2016,Dambulla,CAPSICUM,0
2016,Dambulla,CARROT,0
2016,Dambulla,CUCUMBER,0
2016,Dambulla,DRUMSTIC,17
2016,Dambulla,GOTUKOLA,0
2016,Dambulla,GREEN BEANS,0
2016,Dambulla,GREEN CHILLIES,0
2016,Dambulla,KANKUN,0
2016,Dambulla,KNOL-KHOL,0
2016,Dambulla,LADIES FINGERS,0
2016,Dambulla,LEEKS,0
2016,Dambulla,LIME,0
2016,Dambulla,LONG BEANS,0
2016,Dambulla,LUFFA,0
2016,Dambulla,MANIOC,0
2016,Dambulla,MUKUNUWENNA,0
2016,Dambulla,PUMPKIN,0
2016,Dambulla,RADDISH,0
2016,Dambulla,SNAKE GOURD,0
2016,Dambulla,SWEET POTATOES,0
2016,Dambulla,TOMATOES,0
2016,Dehiattakandiya,ASH PLANTAINS,8
2016,Dehiattakandiya,BEETROOT,9
2016,Dehiattakandiya,BITTER GOURD,8
2016,Dehiattakandiya,BRINJALS,8
2016,Dehiattakandiya,CABBAGE,8
2016,Dehiattakandiya,CAPSICUM,8
2016,Dehiattakandiya,CARROT,8
2016,Dehiattakandiya,CUCUMBER,8
2016,Dehiattakandiya,DRUMSTIC,28
2016,Dehiattakandiya,GOTUKOLA,8
2016,Dehiattakandiya,GREEN BEANS,8
2016,Dehiattakandiya,GREEN CHILLIES,8
2016,Dehiattakandiya,KANKUN,8
2016,Dehiattakandiya,KNOL-KHOL,9
2016,Dehiattakandiya,LADIES FINGERS,8
2016,Dehiattakandiya,LEEKS,8
2016,Dehiattakandiya,LIME,13
2016,Dehiattakandiya,LONG BEANS,9
2016,Dehiattakandiya,LUFFA,8
2016,Dehiattakandiya,MANIOC,8
2016,Dehiattakandiya,MUKUNUWENNA,8
2016,Dehiattakandiya,PUMPKIN,8
2016,Dehiattakandiya,RADDISH,8
2016,Dehiattakandiya,SNAKE GOURD,8
2016,Dehiattakandiya,SWEET POTATOES,8
2016,Dehiattakandiya,TOMATOES,8
2016,Embilipitiya,ASH PLANTAINS,0
2016,Embilipitiya,BEETROOT,1
2016,Embilipitiya,BITTER GOURD,0
2016,Embilipitiya,BRINJALS,0
2016,Embilipitiya,CABBAGE,0
2016,Embilipitiya,CAPSICUM,0
2016,Embilipitiya,CARROT,0
2016,Embilipitiya,CUCUMBER,0
2016,Embilipitiya,DRUMSTIC,7
2016,Embilipitiya,GOTUKOLA,0
2016,Embilipitiya,GREEN BEANS,0
2016,Embilipitiya,GREEN CHILLIES,0
2016,Embilipitiya,KANKUN,0
2016,Embilipitiya,KNOL-KHOL,0
2016,Embilipitiya,LADIES FINGERS,0
2016,Embilipitiya,LEEKS,1
2016,Embilipitiya,LIME,0
2016,Embilipitiya,LONG BEANS,0
2016,Embilipitiya,LUFFA,0
2016,Embilipitiya,MANIOC,0
2016,Embilipitiya,MUKUNUWENNA,0
2016,Embilipitiya,PUMPKIN,0
2016,Embilipitiya,RADDISH,0
2016,Embilipitiya,SNAKE GOURD,0
2016,Embilipitiya,SWEET POTATOES,0
2016,Embilipitiya,TOMATOES,0
2016,Galle,ASH PLANTAINS,9
2016,Galle,BEETROOT,9
2016,Galle,BITTER GOURD,12
2016,Galle,BRINJALS,9
2016,Galle,CABBAGE,9
2016,Galle,CAPSICUM,9
2016,Galle,CARROT,9
2016,Galle,CUCUMBER,9
2016,Galle,DRUMSTIC,23
2016,Galle,GOTUKOLA,9
2016,Galle,GREEN BEANS,9
2016,Galle,GREEN CHILLIES,9
2016,Galle,KANKUN,9
2016,Galle,KNOL-KHOL,13
2016,Galle,LADIES FINGERS,9
2016,Galle,LEEKS,9
2016,Galle,LIME,9
2016,Galle,LONG BEANS,9
2016,Galle,LUFFA,9
2016,Galle,MANIOC,9
2016,Galle,MUKUNUWENNA,9
2016,Galle,PUMPKIN,9
2016,Galle,RADDISH,10
2016,Galle,SNAKE GOURD,9
2016,Galle,SWEET POTATOES,9
2016,Galle,TOMATOES,9
2016,Gampaha,ASH PLANTAINS,14
2016,Gampaha,BEETROOT,14
2016,Gampaha,BITTER GOURD,14
2016,Gampaha,BRINJALS,14
2016,Gampaha,CABBAGE,14
2016,Gampaha,CAPSICUM,14
2016,Gampaha,CARROT,14
2016,Gampaha,CUCUMBER,14
2016,Gampaha,DRUMSTIC,15
2016,Gampaha,GOTUKOLA,14
2016,Gampaha,GREEN BEANS,14
2016,Gampaha,GREEN CHILLIES,14
2016,Gampaha,KANKUN,14
2016,Gampaha,KNOL-KHOL,14
2016,Gampaha,LADIES FINGERS,14
2016,Gampaha,LEEKS,14
2016,Gampaha,LIME,14
2016,Gampaha,LONG BEANS,14
2016,Gampaha,LUFFA,14
2016,Gampaha,MANIOC,14
2016,Gampaha,MUKUNUWENNA,14
2016,Gampaha,PUMPKIN,14
2016,Gampaha,RADDISH,14
2016,Gampaha,SNAKE GOURD,14
2016,Gampaha,SWEET POTATOES,14
2016,Gampaha,TOMATOES,14
2016,Hambanthota,ASH PLANTAINS,14
2016,Hambanthota,BEETROOT,14
2016,Hambanthota,BITTER GOURD,14
2016,Hambanthota,BRINJALS,14
2016,Hambanthota,CABBAGE,14
2016,Hambanthota,CAPSICUM,14
2016,Hambanthota,CARROT,14
2016,Hambanthota,CUCUMBER,14
2016,Hambanthota,DRUMSTIC,20
2016,Hambanthota,GOTUKOLA,14
2016,Hambanthota,GREEN BEANS,14
2016,Hambanthota,GREEN CHILLIES,14
2016,Hambanthota,KANKUN,14
2016,Hambanthota,KNOL-KHOL,15
2016,Hambanthota,LADIES FINGERS,14
2016,Hambanthota,LEEKS,14
2016,Hambanthota,LIME,14
2016,Hambanthota,LONG BEANS,14
2016,Hambanthota,LUFFA,15
2016,Hambanthota,MANIOC,14
2016,Hambanthota,MUKUNUWENNA,14
2016,Hambanthota,PUMPKIN,14
2016,Hambanthota,RADDISH,14
2016,Hambanthota,SNAKE GOURD,14
2016,Hambanthota,SWEET POTATOES,15
2016,Hambanthota,TOMATOES,14
2016,Hanguranketha,ASH PLANTAINS,52
2016,Hanguranketha,BEETROOT,52
2016,Hanguranketha,BITTER GOURD,52
2016,Hanguranketha,BRINJALS,52
2016,Hanguranketha,CABBAGE,52
2016,Hanguranketha,CAPSICUM,52
2016,Hanguranketha,CARROT,52
2016,Hanguranketha,CUCUMBER,52
2016,Hanguranketha,DRUMSTIC,52
2016,Hanguranketha,GOTUKOLA,52
2016,Hanguranketha,GREEN BEANS,52
2016,Hanguranketha,GREEN CHILLIES,52
2016,Hanguranketha,KANKUN,52
2016,Hanguranketha,KNOL-KHOL,52
2016,Hanguranketha,LADIES FINGERS,52
2016,Hanguranketha,LEEKS,52
2016,Hanguranketha,LIME,52
2016,Hanguranketha,LONG BEANS,52
2016,Hanguranketha,LUFFA,52
2016,Hanguranketha,MANIOC,52
2016,Hanguranketha,MUKUNUWENNA,52
2016,Hanguranketha,PUMPKIN,52
2016,Hanguranketha,RADDISH,52
2016,Hanguranketha,SNAKE GOURD,52
2016,Hanguranketha,SWEET POTATOES,52
2016,Hanguranketha,TOMATOES,52
2016,Jaffna,ASH PLANTAINS,9
2016,Jaffna,BEETROOT,13
2016,Jaffna,BITTER GOURD,10
2016,Jaffna,BRINJALS,9
2016,Jaffna,CABBAGE,9
2016,Jaffna,CAPSICUM,9
2016,Jaffna,CARROT,9
2016,Jaffna,CUCUMBER,43
2016,Jaffna,DRUMSTIC,10
2016,Jaffna,GOTUKOLA,9
2016,Jaffna,GREEN BEANS,9
2016,Jaffna,GREEN CHILLIES,10
2016,Jaffna,KANKUN,9
2016,Jaffna,KNOL-KHOL,45
2016,Jaffna,LADIES FINGERS,9
2016,Jaffna,LEEKS,9
2016,Jaffna,LIME,10
2016,Jaffna,LONG BEANS,10
2016,Jaffna,LUFFA,51
2016,Jaffna,MANIOC,9
2016,Jaffna,MUKUNUWENNA,10
2016,Jaffna,PUMPKIN,9
2016,Jaffna,RADDISH,12
2016,Jaffna,SNAKE GOURD,10
2016,Jaffna,SWEET POTATOES,31
2016,Jaffna,TOMATOES,9
2016,Kaluthara,ASH PLANTAINS,7
2016,Kaluthara,BEETROOT,7
2016,Kaluthara,BITTER GOURD,7
2016,Kaluthara,BRINJALS,7
2016,Kaluthara,CABBAGE,7
2016,Kaluthara,CAPSICUM,7
2016,Kaluthara,CARROT,7
2016,Kaluthara,CUCUMBER,7
2016,Kaluthara,DRUMSTIC,29
2016,Kaluthara,GOTUKOLA,7
2016,Kaluthara,GREEN BEANS,7
2016,Kaluthara,GREEN CHILLIES,7
2016,Kaluthara,KANKUN,7
2016,Kaluthara,KNOL-KHOL,7
2016,Kaluthara,LADIES FINGERS,7
2016,Kaluthara,LEEKS,7
2016,Kaluthara,LIME,7
2016,Kaluthara,LONG BEANS,7
2016,Kaluthara,LUFFA,7
2016,Kaluthara,MANIOC,7
2016,Kaluthara,MUKUNUWENNA,7
2016,Kaluthara,PUMPKIN,7
2016,Kaluthara,RADDISH,7
2016,Kaluthara,SNAKE GOURD,7
2016,Kaluthara,SWEET POTATOES,7
2016,Kaluthara,TOMATOES,7
2016,Kandy,ASH PLANTAINS,0
2016,Kandy,BEETROOT,0
2016,Kandy,BITTER GOURD,0
2016,Kandy,BRINJALS,0
2016,Kandy,CABBAGE,0
2016,Kandy,CAPSICUM,0
2016,Kandy,CARROT,0
2016,Kandy,CUCUMBER,0
2016,Kandy,DRUMSTIC,33
2016,Kandy,GOTUKOLA,0
2016,Kandy,GREEN BEANS,0
2016,Kandy,GREEN CHILLIES,0
2016,Kandy,KANKUN,0
2016,Kandy,KNOL-KHOL,0
2016,Kandy,LADIES FINGERS,0
2016,Kandy,LEEKS,0
2016,Kandy,LIME,0
2016,Kandy,LONG BEANS,0
2016,Kandy,LUFFA,0
2016,Kandy,MANIOC,0
2016,Kandy,MUKUNUWENNA,0
2016,Kandy,PUMPKIN,0
2016,Kandy,RADDISH,0
2016,Kandy,SNAKE GOURD,0
2016,Kandy,SWEET POTATOES,0
2016,Kandy,TOMATOES,0
2016,Kegalle,ASH PLANTAINS,1
2016,Kegalle,BEETROOT,1
2016,Kegalle,BITTER GOURD,1
2016,Kegalle,BRINJALS,1
2016,Kegalle,CABBAGE,1
2016,Kegalle,CAPSICUM,1
2016,Kegalle,CARROT,1
2016,Kegalle,CUCUMBER,1
2016,Kegalle,DRUMSTIC,4
2016,Kegalle,GOTUKOLA,1
2016,Kegalle,GREEN BEANS,1
2016,Kegalle,GREEN CHILLIES,1
2016,Kegalle,KANKUN,1
2016,Kegalle,KNOL-KHOL,1
2016,Kegalle,LADIES FINGERS,1
2016,Kegalle,LEEKS,1
2016,Kegalle,LIME,1
2016,Kegalle,LONG BEANS,1
2016,Kegalle,LUFFA,1
2016,Kegalle,MANIOC,1
2016,Kegalle,MUKUNUWENNA,1
2016,Kegalle,PUMPKIN,1
2016,Kegalle,RADDISH,1
2016,Kegalle,SNAKE GOURD,1
2016,Kegalle,SWEET POTATOES,1
2016,Kegalle,TOMATOES,1
2016,Keppetipola,ASH PLANTAINS,13
2016,Keppetipola,BEETROOT,13
2016,Keppetipola,BITTER GOURD,13
2016,Keppetipola,BRINJALS,13
2016,Keppetipola,CABBAGE,13
2016,Keppetipola,CAPSICUM,13
2016,Keppetipola,CARROT,13
2016,Keppetipola,CUCUMBER,13
2016,Keppetipola,DRUMSTIC,40
2016,Keppetipola,GOTUKOLA,13
2016,Keppetipola,GREEN BEANS,13
2016,Keppetipola,GREEN CHILLIES,13
2016,Keppetipola,KANKUN,13
2016,Keppetipola,KNOL-KHOL,13
2016,Keppetipola,LADIES FINGERS,13
2016,Keppetipola,LEEKS,13
2016,Keppetipola,LIME,13
2016,Keppetipola,LONG BEANS,13
2016,Keppetipola,LUFFA,13
2016,Keppetipola,MANIOC,14
2016,Keppetipola,MUKUNUWENNA,13
2016,Keppetipola,PUMPKIN,13
2016,Keppetipola,RADDISH,13
2016,Keppetipola,SNAKE GOURD,13
2016,Keppetipola,SWEET POTATOES,14
2016,Keppetipola,TOMATOES,13
2016,Kilinochchi,ASH PLANTAINS,7
2016,Kilinochchi,BEETROOT,8
2016,Kilinochchi,BITTER GOURD,9
2016,Kilinochchi,BRINJALS,7
2016,Kilinochchi,CABBAGE,7
2016,Kilinochchi,CAPSICUM,9
2016,Kilinochchi,CARROT,7
2016,Kilinochchi,CUCUMBER,52
2016,Kilinochchi,DRUMSTIC,12
2016,Kilinochchi,GOTUKOLA,7
2016,Kilinochchi,GREEN BEANS,10
2016,Kilinochchi,GREEN CHILLIES,9
2016,Kilinochchi,KANKUN,7
2016,Kilinochchi,KNOL-KHOL,44
2016,Kilinochchi,LADIES FINGERS,7
2016,Kilinochchi,LEEKS,7
2016,Kilinochchi,LIME,9
2016,Kilinochchi,LONG BEANS,11
2016,Kilinochchi,LUFFA,52
2016,Kilinochchi,MANIOC,8
2016,Kilinochchi,MUKUNUWENNA,24
2016,Kilinochchi,PUMPKIN,7
2016,Kilinochchi,RADDISH,10
2016,Kilinochchi,SNAKE GOURD,11
2016,Kilinochchi,SWEET POTATOES,12
2016,Kilinochchi,TOMATOES,7
2016,Kurunegala,ASH PLANTAINS,12
2016,Kurunegala,BEETROOT,12
2016,Kurunegala,BITTER GOURD,12
2016,Kurunegala,BRINJALS,12
2016,Kurunegala,CABBAGE,12
